0,2018-07-07 00:06:27.681062,0
0,2018-07-07 00:06:29.691794,0
0,2018-07-07 00:17:22.376440,0
0,2018-07-07 00:17:24.379287,0
0,2018-07-07 00:17:26.382131,0
0,2018-07-07 00:40:25.302207,1
0,2018-07-07 00:40:54.283231,0
0,2018-07-07 00:41:03.903482,0
0,2018-07-07 00:41:24.296970,0
0,2018-07-07 00:41:25.490905,0
0,2018-07-07 00:41:30.873600,0
0,2018-07-07 00:41:55.717239,0
0,2018-07-07 00:41:57.520274,0
0,2018-07-07 00:42:03.654933,0
0,2018-07-07 00:42:09.320257,0
0,2018-07-07 00:42:10.689179,0
0,2018-07-07 00:44:27.593384,0
0,2018-07-07 00:44:28.991273,0
0,2018-07-07 00:45:00.109114,0
0,2018-07-07 00:45:00.996169,0
0,2018-07-07 00:45:01.836431,0
0,2018-07-07 00:45:02.313170,0
0,2018-07-07 00:45:02.750697,0
0,2018-07-07 00:45:03.132139,0
0,2018-07-07 00:45:03.608471,0
0,2018-07-07 00:45:09.522347,0
0,2018-07-07 00:47:50.855458,0
0,2018-07-07 00:47:53.436081,0
0,2018-07-07 00:48:04.638737,0
0,2018-07-07 00:48:05.620980,0
0,2018-07-07 00:48:06.216139,0
0,2018-07-07 00:48:06.900100,0
0,2018-07-07 00:48:35.694952,0
0,2018-07-07 00:52:20.452371,0
0,2018-07-07 00:52:21.349678,0
0,2018-07-07 00:53:38.658406,0
0,2018-07-07 00:53:42.308362,0
0,2018-07-07 00:53:51.132111,0
0,2018-07-07 00:53:52.443865,0
0,2018-07-07 00:57:08.476197,0
0,2018-07-07 01:01:22.069261,0
0,2018-07-07 01:01:22.069537,0
0,2018-07-07 01:01:23.084428,0
0,2018-07-07 01:01:24.085977,0
0,2018-07-07 01:01:25.087566,0
0,2018-07-07 01:01:26.089094,0
0,2018-07-07 01:01:27.090581,0
0,2018-07-07 01:01:28.095923,0
0,2018-07-07 01:01:29.097939,0
0,2018-07-07 01:01:30.099445,0
0,2018-07-07 01:01:31.101060,0
0,2018-07-07 01:01:32.102611,0
0,2018-07-07 01:01:33.115945,0
0,2018-07-07 01:01:34.117620,0
0,2018-07-07 01:01:35.119211,0
0,2018-07-07 01:01:36.121215,0
0,2018-07-07 01:01:37.122826,0
0,2018-07-07 01:01:38.127900,0
0,2018-07-07 01:01:39.129430,0
0,2018-07-07 01:01:40.130981,0
0,2018-07-07 01:01:41.132558,0
0,2018-07-07 01:02:31.714947,1
0,2018-07-07 01:02:31.715375,1
0,2018-07-07 01:02:32.716933,1
0,2018-07-07 01:02:33.724076,1
0,2018-07-07 01:02:34.725630,1
0,2018-07-07 01:02:35.727231,1
0,2018-07-07 01:02:36.728789,1
0,2018-07-07 01:02:37.730287,1
0,2018-07-07 01:02:38.735400,1
0,2018-07-07 01:02:39.737021,1
0,2018-07-07 01:02:40.738795,1
0,2018-07-07 01:02:41.740419,1
0,2018-07-07 01:02:42.741995,1
0,2018-07-07 01:02:43.748924,1
0,2018-07-07 01:02:44.750519,1
0,2018-07-07 01:02:45.752193,1
0,2018-07-07 01:02:46.753835,1
0,2018-07-07 01:02:47.755468,1
0,2018-07-07 01:02:48.760112,1
0,2018-07-07 01:02:49.761667,1
0,2018-07-07 01:02:50.763253,1
0,2018-07-07 01:03:03.085477,1
0,2018-07-07 01:03:03.085913,1
0,2018-07-07 01:03:04.087463,1
0,2018-07-07 01:03:05.089002,1
0,2018-07-07 01:03:06.090474,1
0,2018-07-07 01:03:07.092397,1
0,2018-07-07 01:03:08.093952,1
0,2018-07-07 01:03:09.095498,1
0,2018-07-07 01:03:10.097118,1
0,2018-07-07 01:03:11.098660,1
0,2018-07-07 01:03:12.100559,1
0,2018-07-07 01:03:13.102671,1
0,2018-07-07 01:03:14.107696,1
0,2018-07-07 01:03:15.109311,1
0,2018-07-07 01:03:16.110913,1
0,2018-07-07 01:03:17.112481,1
0,2018-07-07 01:03:18.114003,1
0,2018-07-07 01:03:19.115623,1
0,2018-07-07 01:03:20.117260,1
0,2018-07-07 01:03:21.118812,1
0,2018-07-07 01:03:22.120426,1
